#               x              rho              vx               vy               vx               pre               Bx              By                Bz
  -0.87816880E-01   0.69099630E+00   0.58429670E+00  -0.22963280E+00   0.00000000E+00   0.54008140E+00   0.59822070E+00   0.59822070E+00   0.00000000E+00
  -0.87716670E-01   0.69066250E+00   0.58500330E+00  -0.22997920E+00   0.00000000E+00   0.53964660E+00   0.59775400E+00   0.59775400E+00   0.00000000E+00
  -0.87616480E-01   0.69032880E+00   0.58570980E+00  -0.23032580E+00   0.00000000E+00   0.53921210E+00   0.59728750E+00   0.59728750E+00   0.00000000E+00
  -0.87516310E-01   0.68999530E+00   0.58641620E+00  -0.23067260E+00   0.00000000E+00   0.53877800E+00   0.59682110E+00   0.59682110E+00   0.00000000E+00
  -0.87416150E-01   0.68966200E+00   0.58712230E+00  -0.23101950E+00   0.00000000E+00   0.53834430E+00   0.59635480E+00   0.59635480E+00   0.00000000E+00
  -0.87316020E-01   0.68932880E+00   0.58782840E+00  -0.23136660E+00   0.00000000E+00   0.53791090E+00   0.59588850E+00   0.59588850E+00   0.00000000E+00
  -0.87215910E-01   0.68899580E+00   0.58853430E+00  -0.23171380E+00   0.00000000E+00   0.53747790E+00   0.59542240E+00   0.59542240E+00   0.00000000E+00
  -0.87115810E-01   0.68866300E+00   0.58924010E+00  -0.23206120E+00   0.00000000E+00   0.53704520E+00   0.59495650E+00   0.59495650E+00   0.00000000E+00
  -0.87015740E-01   0.68833030E+00   0.58994570E+00  -0.23240870E+00   0.00000000E+00   0.53661280E+00   0.59449060E+00   0.59449060E+00   0.00000000E+00
  -0.86915680E-01   0.68799770E+00   0.59065120E+00  -0.23275640E+00   0.00000000E+00   0.53618080E+00   0.59402480E+00   0.59402480E+00   0.00000000E+00
  -0.86815640E-01   0.68766530E+00   0.59135650E+00  -0.23310430E+00   0.00000000E+00   0.53574920E+00   0.59355910E+00   0.59355910E+00   0.00000000E+00
  -0.86715630E-01   0.68733310E+00   0.59206170E+00  -0.23345230E+00   0.00000000E+00   0.53531790E+00   0.59309360E+00   0.59309360E+00   0.00000000E+00
  -0.86615630E-01   0.68700110E+00   0.59276680E+00  -0.23380050E+00   0.00000000E+00   0.53488690E+00   0.59262810E+00   0.59262810E+00   0.00000000E+00
  -0.86514750E-01   0.68666620E+00   0.59347800E+00  -0.23415200E+00   0.00000000E+00   0.53445240E+00   0.59215860E+00   0.59215860E+00   0.00000000E+00
  -0.86413890E-01   0.68633150E+00   0.59418910E+00  -0.23450360E+00   0.00000000E+00   0.53401830E+00   0.59168910E+00   0.59168910E+00   0.00000000E+00
  -0.86313040E-01   0.68599690E+00   0.59490010E+00  -0.23485540E+00   0.00000000E+00   0.53358450E+00   0.59121980E+00   0.59121980E+00   0.00000000E+00
  -0.86212220E-01   0.68566250E+00   0.59561090E+00  -0.23520730E+00   0.00000000E+00   0.53315110E+00   0.59075060E+00   0.59075060E+00   0.00000000E+00
  -0.86111420E-01   0.68532830E+00   0.59632160E+00  -0.23555950E+00   0.00000000E+00   0.53271800E+00   0.59028150E+00   0.59028150E+00   0.00000000E+00
  -0.86010640E-01   0.68499420E+00   0.59703210E+00  -0.23591170E+00   0.00000000E+00   0.53228530E+00   0.58981250E+00   0.58981250E+00   0.00000000E+00
  -0.85909880E-01   0.68466030E+00   0.59774250E+00  -0.23626420E+00   0.00000000E+00   0.53185290E+00   0.58934360E+00   0.58934360E+00   0.00000000E+00
  -0.85809130E-01   0.68432660E+00   0.59845280E+00  -0.23661680E+00   0.00000000E+00   0.53142090E+00   0.58887480E+00   0.58887480E+00   0.00000000E+00
  -0.85708410E-01   0.68399300E+00   0.59916290E+00  -0.23696960E+00   0.00000000E+00   0.53098920E+00   0.58840620E+00   0.58840620E+00   0.00000000E+00
  -0.85607700E-01   0.68365960E+00   0.59987280E+00  -0.23732250E+00   0.00000000E+00   0.53055790E+00   0.58793760E+00   0.58793760E+00   0.00000000E+00
  -0.85507020E-01   0.68332630E+00   0.60058270E+00  -0.23767560E+00   0.00000000E+00   0.53012690E+00   0.58746910E+00   0.58746910E+00   0.00000000E+00
  -0.85406350E-01   0.68299320E+00   0.60129230E+00  -0.23802890E+00   0.00000000E+00   0.52969630E+00   0.58700080E+00   0.58700080E+00   0.00000000E+00
  -0.85305710E-01   0.68266030E+00   0.60200180E+00  -0.23838230E+00   0.00000000E+00   0.52926600E+00   0.58653250E+00   0.58653250E+00   0.00000000E+00
  -0.85205080E-01   0.68232750E+00   0.60271120E+00  -0.23873590E+00   0.00000000E+00   0.52883610E+00   0.58606440E+00   0.58606440E+00   0.00000000E+00
  -0.85104470E-01   0.68199490E+00   0.60342040E+00  -0.23908960E+00   0.00000000E+00   0.52840650E+00   0.58559640E+00   0.58559640E+00   0.00000000E+00
  -0.85003890E-01   0.68166250E+00   0.60412950E+00  -0.23944360E+00   0.00000000E+00   0.52797730E+00   0.58512840E+00   0.58512840E+00   0.00000000E+00
  -0.84903320E-01   0.68133020E+00   0.60483850E+00  -0.23979760E+00   0.00000000E+00   0.52754850E+00   0.58466060E+00   0.58466060E+00   0.00000000E+00
  -0.84802770E-01   0.68099810E+00   0.60554730E+00  -0.24015190E+00   0.00000000E+00   0.52711990E+00   0.58419290E+00   0.58419290E+00   0.00000000E+00
  -0.84702240E-01   0.68066610E+00   0.60625590E+00  -0.24050630E+00   0.00000000E+00   0.52669170E+00   0.58372530E+00   0.58372530E+00   0.00000000E+00
  -0.84601730E-01   0.68033440E+00   0.60696440E+00  -0.24086090E+00   0.00000000E+00   0.52626390E+00   0.58325780E+00   0.58325780E+00   0.00000000E+00
  -0.84501240E-01   0.68000270E+00   0.60767280E+00  -0.24121560E+00   0.00000000E+00   0.52583640E+00   0.58279040E+00   0.58279040E+00   0.00000000E+00
  -0.84400770E-01   0.67967120E+00   0.60838100E+00  -0.24157050E+00   0.00000000E+00   0.52540930E+00   0.58232310E+00   0.58232310E+00   0.00000000E+00
  -0.84300320E-01   0.67933990E+00   0.60908910E+00  -0.24192560E+00   0.00000000E+00   0.52498250E+00   0.58185590E+00   0.58185590E+00   0.00000000E+00
  -0.84199890E-01   0.67900880E+00   0.60979700E+00  -0.24228080E+00   0.00000000E+00   0.52455610E+00   0.58138880E+00   0.58138880E+00   0.00000000E+00
  -0.84099470E-01   0.67867780E+00   0.61050480E+00  -0.24263630E+00   0.00000000E+00   0.52413000E+00   0.58092180E+00   0.58092180E+00   0.00000000E+00
  -0.83999080E-01   0.67834700E+00   0.61121250E+00  -0.24299180E+00   0.00000000E+00   0.52370420E+00   0.58045500E+00   0.58045500E+00   0.00000000E+00
  -0.83898710E-01   0.67801630E+00   0.61191990E+00  -0.24334760E+00   0.00000000E+00   0.52327880E+00   0.57998820E+00   0.57998820E+00   0.00000000E+00
  -0.83798350E-01   0.67768580E+00   0.61262730E+00  -0.24370350E+00   0.00000000E+00   0.52285380E+00   0.57952150E+00   0.57952150E+00   0.00000000E+00
  -0.83698020E-01   0.67735550E+00   0.61333450E+00  -0.24405960E+00   0.00000000E+00   0.52242910E+00   0.57905500E+00   0.57905500E+00   0.00000000E+00
  -0.83597700E-01   0.67702530E+00   0.61404160E+00  -0.24441580E+00   0.00000000E+00   0.52200470E+00   0.57858850E+00   0.57858850E+00   0.00000000E+00
  -0.83497400E-01   0.67669530E+00   0.61474850E+00  -0.24477220E+00   0.00000000E+00   0.52158070E+00   0.57812210E+00   0.57812210E+00   0.00000000E+00
  -0.83397130E-01   0.67636540E+00   0.61545530E+00  -0.24512880E+00   0.00000000E+00   0.52115700E+00   0.57765590E+00   0.57765590E+00   0.00000000E+00
  -0.83296870E-01   0.67603570E+00   0.61616190E+00  -0.24548550E+00   0.00000000E+00   0.52073370E+00   0.57718970E+00   0.57718970E+00   0.00000000E+00
  -0.83196630E-01   0.67570620E+00   0.61686840E+00  -0.24584250E+00   0.00000000E+00   0.52031070E+00   0.57672370E+00   0.57672370E+00   0.00000000E+00
  -0.83096410E-01   0.67537680E+00   0.61757470E+00  -0.24619950E+00   0.00000000E+00   0.51988800E+00   0.57625770E+00   0.57625770E+00   0.00000000E+00
  -0.82996210E-01   0.67504760E+00   0.61828090E+00  -0.24655680E+00   0.00000000E+00   0.51946570E+00   0.57579190E+00   0.57579190E+00   0.00000000E+00
  -0.82896030E-01   0.67471850E+00   0.61898700E+00  -0.24691420E+00   0.00000000E+00   0.51904380E+00   0.57532610E+00   0.57532610E+00   0.00000000E+00
  -0.82795870E-01   0.67438960E+00   0.61969290E+00  -0.24727180E+00   0.00000000E+00   0.51862210E+00   0.57486050E+00   0.57486050E+00   0.00000000E+00
  -0.82695730E-01   0.67406090E+00   0.62039870E+00  -0.24762960E+00   0.00000000E+00   0.51820090E+00   0.57439500E+00   0.57439500E+00   0.00000000E+00
  -0.82595610E-01   0.67373230E+00   0.62110430E+00  -0.24798750E+00   0.00000000E+00   0.51777990E+00   0.57392950E+00   0.57392950E+00   0.00000000E+00
  -0.82495510E-01   0.67340390E+00   0.62180970E+00  -0.24834560E+00   0.00000000E+00   0.51735930E+00   0.57346420E+00   0.57346420E+00   0.00000000E+00
  -0.82395420E-01   0.67307560E+00   0.62251510E+00  -0.24870390E+00   0.00000000E+00   0.51693910E+00   0.57299890E+00   0.57299890E+00   0.00000000E+00
  -0.82295360E-01   0.67274760E+00   0.62322030E+00  -0.24906230E+00   0.00000000E+00   0.51651920E+00   0.57253380E+00   0.57253380E+00   0.00000000E+00
  -0.82195320E-01   0.67241960E+00   0.62392530E+00  -0.24942090E+00   0.00000000E+00   0.51609960E+00   0.57206880E+00   0.57206880E+00   0.00000000E+00
  -0.82095290E-01   0.67209180E+00   0.62463020E+00  -0.24977970E+00   0.00000000E+00   0.51568040E+00   0.57160380E+00   0.57160380E+00   0.00000000E+00
  -0.81995280E-01   0.67176420E+00   0.62533500E+00  -0.25013870E+00   0.00000000E+00   0.51526150E+00   0.57113900E+00   0.57113900E+00   0.00000000E+00
  -0.81894410E-01   0.67143390E+00   0.62604590E+00  -0.25050100E+00   0.00000000E+00   0.51483920E+00   0.57067010E+00   0.57067010E+00   0.00000000E+00
  -0.81793550E-01   0.67110360E+00   0.62675660E+00  -0.25086350E+00   0.00000000E+00   0.51441730E+00   0.57020130E+00   0.57020130E+00   0.00000000E+00
  -0.81692710E-01   0.67077360E+00   0.62746720E+00  -0.25122620E+00   0.00000000E+00   0.51399570E+00   0.56973260E+00   0.56973260E+00   0.00000000E+00
  -0.81591890E-01   0.67044370E+00   0.62817770E+00  -0.25158910E+00   0.00000000E+00   0.51357450E+00   0.56926400E+00   0.56926400E+00   0.00000000E+00
  -0.81491080E-01   0.67011400E+00   0.62888800E+00  -0.25195210E+00   0.00000000E+00   0.51315360E+00   0.56879550E+00   0.56879550E+00   0.00000000E+00
  -0.81390300E-01   0.66978440E+00   0.62959820E+00  -0.25231530E+00   0.00000000E+00   0.51273300E+00   0.56832710E+00   0.56832710E+00   0.00000000E+00
  -0.81289540E-01   0.66945500E+00   0.63030820E+00  -0.25267870E+00   0.00000000E+00   0.51231280E+00   0.56785890E+00   0.56785890E+00   0.00000000E+00
  -0.81188800E-01   0.66912570E+00   0.63101810E+00  -0.25304230E+00   0.00000000E+00   0.51189300E+00   0.56739070E+00   0.56739070E+00   0.00000000E+00
  -0.81088080E-01   0.66879670E+00   0.63172780E+00  -0.25340600E+00   0.00000000E+00   0.51147340E+00   0.56692260E+00   0.56692260E+00   0.00000000E+00
  -0.80987370E-01   0.66846770E+00   0.63243740E+00  -0.25376990E+00   0.00000000E+00   0.51105430E+00   0.56645460E+00   0.56645460E+00   0.00000000E+00
  -0.80886690E-01   0.66813900E+00   0.63314690E+00  -0.25413400E+00   0.00000000E+00   0.51063540E+00   0.56598670E+00   0.56598670E+00   0.00000000E+00
  -0.80786030E-01   0.66781040E+00   0.63385610E+00  -0.25449830E+00   0.00000000E+00   0.51021690E+00   0.56551890E+00   0.56551890E+00   0.00000000E+00
  -0.80685380E-01   0.66748200E+00   0.63456530E+00  -0.25486270E+00   0.00000000E+00   0.50979880E+00   0.56505120E+00   0.56505120E+00   0.00000000E+00
  -0.80584760E-01   0.66715370E+00   0.63527430E+00  -0.25522740E+00   0.00000000E+00   0.50938100E+00   0.56458360E+00   0.56458360E+00   0.00000000E+00
  -0.80484150E-01   0.66682560E+00   0.63598310E+00  -0.25559220E+00   0.00000000E+00   0.50896350E+00   0.56411610E+00   0.56411610E+00   0.00000000E+00
  -0.80383570E-01   0.66649760E+00   0.63669190E+00  -0.25595720E+00   0.00000000E+00   0.50854640E+00   0.56364880E+00   0.56364880E+00   0.00000000E+00
  -0.80283000E-01   0.66616980E+00   0.63740040E+00  -0.25632230E+00   0.00000000E+00   0.50812960E+00   0.56318150E+00   0.56318150E+00   0.00000000E+00
  -0.80182460E-01   0.66584220E+00   0.63810880E+00  -0.25668770E+00   0.00000000E+00   0.50771320E+00   0.56271430E+00   0.56271430E+00   0.00000000E+00
  -0.80081930E-01   0.66551470E+00   0.63881710E+00  -0.25705320E+00   0.00000000E+00   0.50729710E+00   0.56224710E+00   0.56224710E+00   0.00000000E+00
  -0.79981420E-01   0.66518740E+00   0.63952520E+00  -0.25741890E+00   0.00000000E+00   0.50688130E+00   0.56178010E+00   0.56178010E+00   0.00000000E+00
  -0.79880940E-01   0.66486030E+00   0.64023320E+00  -0.25778480E+00   0.00000000E+00   0.50646590E+00   0.56131320E+00   0.56131320E+00   0.00000000E+00
  -0.79780470E-01   0.66453330E+00   0.64094100E+00  -0.25815080E+00   0.00000000E+00   0.50605090E+00   0.56084640E+00   0.56084640E+00   0.00000000E+00
  -0.79680020E-01   0.66420650E+00   0.64164870E+00  -0.25851710E+00   0.00000000E+00   0.50563610E+00   0.56037970E+00   0.56037970E+00   0.00000000E+00
  -0.79579590E-01   0.66387980E+00   0.64235630E+00  -0.25888350E+00   0.00000000E+00   0.50522170E+00   0.55991310E+00   0.55991310E+00   0.00000000E+00
  -0.79479180E-01   0.66355330E+00   0.64306370E+00  -0.25925010E+00   0.00000000E+00   0.50480770E+00   0.55944660E+00   0.55944660E+00   0.00000000E+00
  -0.79378790E-01   0.66322700E+00   0.64377090E+00  -0.25961690E+00   0.00000000E+00   0.50439400E+00   0.55898010E+00   0.55898010E+00   0.00000000E+00
  -0.79278420E-01   0.66290080E+00   0.64447800E+00  -0.25998380E+00   0.00000000E+00   0.50398060E+00   0.55851380E+00   0.55851380E+00   0.00000000E+00
  -0.79178070E-01   0.66257480E+00   0.64518500E+00  -0.26035100E+00   0.00000000E+00   0.50356760E+00   0.55804760E+00   0.55804760E+00   0.00000000E+00
  -0.79077740E-01   0.66224890E+00   0.64589180E+00  -0.26071830E+00   0.00000000E+00   0.50315490E+00   0.55758140E+00   0.55758140E+00   0.00000000E+00
  -0.78977430E-01   0.66192320E+00   0.64659840E+00  -0.26108580E+00   0.00000000E+00   0.50274250E+00   0.55711540E+00   0.55711540E+00   0.00000000E+00
  -0.78877130E-01   0.66159770E+00   0.64730500E+00  -0.26145350E+00   0.00000000E+00   0.50233050E+00   0.55664940E+00   0.55664940E+00   0.00000000E+00
  -0.78776860E-01   0.66127230E+00   0.64801130E+00  -0.26182140E+00   0.00000000E+00   0.50191880E+00   0.55618360E+00   0.55618360E+00   0.00000000E+00
  -0.78676610E-01   0.66094710E+00   0.64871750E+00  -0.26218940E+00   0.00000000E+00   0.50150750E+00   0.55571780E+00   0.55571780E+00   0.00000000E+00
  -0.78576370E-01   0.66062200E+00   0.64942360E+00  -0.26255760E+00   0.00000000E+00   0.50109650E+00   0.55525210E+00   0.55525210E+00   0.00000000E+00
  -0.78476160E-01   0.66029710E+00   0.65012960E+00  -0.26292610E+00   0.00000000E+00   0.50068580E+00   0.55478650E+00   0.55478650E+00   0.00000000E+00
  -0.78375960E-01   0.65997240E+00   0.65083540E+00  -0.26329470E+00   0.00000000E+00   0.50027550E+00   0.55432110E+00   0.55432110E+00   0.00000000E+00
  -0.78275790E-01   0.65964780E+00   0.65154100E+00  -0.26366350E+00   0.00000000E+00   0.49986550E+00   0.55385570E+00   0.55385570E+00   0.00000000E+00
  -0.78175630E-01   0.65932340E+00   0.65224650E+00  -0.26403240E+00   0.00000000E+00   0.49945580E+00   0.55339040E+00   0.55339040E+00   0.00000000E+00
  -0.78075490E-01   0.65899910E+00   0.65295180E+00  -0.26440160E+00   0.00000000E+00   0.49904650E+00   0.55292520E+00   0.55292520E+00   0.00000000E+00
  -0.77975380E-01   0.65867500E+00   0.65365710E+00  -0.26477090E+00   0.00000000E+00   0.49863750E+00   0.55246000E+00   0.55246000E+00   0.00000000E+00
  -0.77875280E-01   0.65835110E+00   0.65436210E+00  -0.26514040E+00   0.00000000E+00   0.49822880E+00   0.55199500E+00   0.55199500E+00   0.00000000E+00
  -0.77775200E-01   0.65802730E+00   0.65506700E+00  -0.26551010E+00   0.00000000E+00   0.49782050E+00   0.55153010E+00   0.55153010E+00   0.00000000E+00
  -0.77675140E-01   0.65770370E+00   0.65577180E+00  -0.26588000E+00   0.00000000E+00   0.49741250E+00   0.55106530E+00   0.55106530E+00   0.00000000E+00
  -0.77575100E-01   0.65738020E+00   0.65647640E+00  -0.26625010E+00   0.00000000E+00   0.49700490E+00   0.55060050E+00   0.55060050E+00   0.00000000E+00
  -0.77475080E-01   0.65705690E+00   0.65718090E+00  -0.26662040E+00   0.00000000E+00   0.49659750E+00   0.55013580E+00   0.55013580E+00   0.00000000E+00
  -0.77375080E-01   0.65673380E+00   0.65788520E+00  -0.26699080E+00   0.00000000E+00   0.49619060E+00   0.54967130E+00   0.54967130E+00   0.00000000E+00
  -0.77274210E-01   0.65640790E+00   0.65859570E+00  -0.26736480E+00   0.00000000E+00   0.49578030E+00   0.54920270E+00   0.54920270E+00   0.00000000E+00
  -0.77173370E-01   0.65608230E+00   0.65930590E+00  -0.26773890E+00   0.00000000E+00   0.49537040E+00   0.54873420E+00   0.54873420E+00   0.00000000E+00
  -0.77072540E-01   0.65575670E+00   0.66001610E+00  -0.26811320E+00   0.00000000E+00   0.49496080E+00   0.54826580E+00   0.54826580E+00   0.00000000E+00
  -0.76971730E-01   0.65543140E+00   0.66072600E+00  -0.26848770E+00   0.00000000E+00   0.49455160E+00   0.54779750E+00   0.54779750E+00   0.00000000E+00
  -0.76870950E-01   0.65510620E+00   0.66143590E+00  -0.26886230E+00   0.00000000E+00   0.49414270E+00   0.54732930E+00   0.54732930E+00   0.00000000E+00
  -0.76770180E-01   0.65478110E+00   0.66214550E+00  -0.26923720E+00   0.00000000E+00   0.49373420E+00   0.54686120E+00   0.54686120E+00   0.00000000E+00
  -0.76669430E-01   0.65445630E+00   0.66285510E+00  -0.26961230E+00   0.00000000E+00   0.49332590E+00   0.54639310E+00   0.54639310E+00   0.00000000E+00
  -0.76568700E-01   0.65413160E+00   0.66356450E+00  -0.26998750E+00   0.00000000E+00   0.49291810E+00   0.54592520E+00   0.54592520E+00   0.00000000E+00
  -0.76467990E-01   0.65380700E+00   0.66427370E+00  -0.27036300E+00   0.00000000E+00   0.49251050E+00   0.54545730E+00   0.54545730E+00   0.00000000E+00
  -0.76367310E-01   0.65348260E+00   0.66498280E+00  -0.27073860E+00   0.00000000E+00   0.49210330E+00   0.54498960E+00   0.54498960E+00   0.00000000E+00
  -0.76266640E-01   0.65315840E+00   0.66569170E+00  -0.27111440E+00   0.00000000E+00   0.49169640E+00   0.54452190E+00   0.54452190E+00   0.00000000E+00
  -0.76165990E-01   0.65283430E+00   0.66640050E+00  -0.27149050E+00   0.00000000E+00   0.49128990E+00   0.54405430E+00   0.54405430E+00   0.00000000E+00
  -0.76065360E-01   0.65251040E+00   0.66710920E+00  -0.27186670E+00   0.00000000E+00   0.49088370E+00   0.54358680E+00   0.54358680E+00   0.00000000E+00
  -0.75964750E-01   0.65218670E+00   0.66781770E+00  -0.27224310E+00   0.00000000E+00   0.49047790E+00   0.54311940E+00   0.54311940E+00   0.00000000E+00
  -0.75864160E-01   0.65186310E+00   0.66852600E+00  -0.27261970E+00   0.00000000E+00   0.49007230E+00   0.54265210E+00   0.54265210E+00   0.00000000E+00
  -0.75763590E-01   0.65153960E+00   0.66923420E+00  -0.27299650E+00   0.00000000E+00   0.48966710E+00   0.54218490E+00   0.54218490E+00   0.00000000E+00
  -0.75663030E-01   0.65121640E+00   0.66994230E+00  -0.27337350E+00   0.00000000E+00   0.48926230E+00   0.54171770E+00   0.54171770E+00   0.00000000E+00
  -0.75562500E-01   0.65089330E+00   0.67065020E+00  -0.27375070E+00   0.00000000E+00   0.48885780E+00   0.54125070E+00   0.54125070E+00   0.00000000E+00
  -0.75461990E-01   0.65057030E+00   0.67135790E+00  -0.27412810E+00   0.00000000E+00   0.48845360E+00   0.54078370E+00   0.54078370E+00   0.00000000E+00
  -0.75361500E-01   0.65024750E+00   0.67206550E+00  -0.27450560E+00   0.00000000E+00   0.48804970E+00   0.54031680E+00   0.54031680E+00   0.00000000E+00
  -0.75261030E-01   0.64992490E+00   0.67277300E+00  -0.27488340E+00   0.00000000E+00   0.48764620E+00   0.53985010E+00   0.53985010E+00   0.00000000E+00
  -0.75160570E-01   0.64960240E+00   0.67348030E+00  -0.27526140E+00   0.00000000E+00   0.48724300E+00   0.53938340E+00   0.53938340E+00   0.00000000E+00
  -0.75060140E-01   0.64928010E+00   0.67418750E+00  -0.27563960E+00   0.00000000E+00   0.48684020E+00   0.53891670E+00   0.53891670E+00   0.00000000E+00
  -0.74959730E-01   0.64895800E+00   0.67489450E+00  -0.27601790E+00   0.00000000E+00   0.48643770E+00   0.53845020E+00   0.53845020E+00   0.00000000E+00
  -0.74859330E-01   0.64863600E+00   0.67560140E+00  -0.27639650E+00   0.00000000E+00   0.48603550E+00   0.53798380E+00   0.53798380E+00   0.00000000E+00
  -0.74758960E-01   0.64831420E+00   0.67630810E+00  -0.27677520E+00   0.00000000E+00   0.48563360E+00   0.53751740E+00   0.53751740E+00   0.00000000E+00
  -0.74658600E-01   0.64799250E+00   0.67701470E+00  -0.27715420E+00   0.00000000E+00   0.48523210E+00   0.53705120E+00   0.53705120E+00   0.00000000E+00
  -0.74558270E-01   0.64767100E+00   0.67772110E+00  -0.27753330E+00   0.00000000E+00   0.48483090E+00   0.53658500E+00   0.53658500E+00   0.00000000E+00
  -0.74457950E-01   0.64734970E+00   0.67842740E+00  -0.27791270E+00   0.00000000E+00   0.48443010E+00   0.53611890E+00   0.53611890E+00   0.00000000E+00
  -0.28259550E-01   0.64704640E+00   0.67909450E+00  -0.27827150E+00   0.00000000E+00   0.48405220E+00   0.53567880E+00   0.53567880E+00   0.00000000E+00
  -0.28259550E-01   0.71325720E+00   0.59740520E+00  -0.77746970E+00   0.00000000E+00   0.58520830E+00   0.41417350E+00   0.12150530E+00   0.00000000E+00
  -0.28259550E-01   0.77946800E+00   0.51571580E+00  -0.12766680E+01   0.00000000E+00   0.68636440E+00   0.29266830E+00  -0.29266830E+00   0.00000000E+00
  -0.28159380E-01   0.77880240E+00   0.51639760E+00  -0.12789370E+01   0.00000000E+00   0.68538800E+00   0.29454990E+00  -0.29454990E+00   0.00000000E+00
  -0.28059340E-01   0.77813750E+00   0.51707910E+00  -0.12811920E+01   0.00000000E+00   0.68441290E+00   0.29641730E+00  -0.29641730E+00   0.00000000E+00
  -0.27959160E-01   0.77747170E+00   0.51776170E+00  -0.12834380E+01   0.00000000E+00   0.68343720E+00   0.29827460E+00  -0.29827460E+00   0.00000000E+00
  -0.27859050E-01   0.77680650E+00   0.51844410E+00  -0.12856700E+01   0.00000000E+00   0.68246290E+00   0.30011810E+00  -0.30011810E+00   0.00000000E+00
  -0.27759000E-01   0.77614190E+00   0.51912620E+00  -0.12878880E+01   0.00000000E+00   0.68149000E+00   0.30194800E+00  -0.30194800E+00   0.00000000E+00
  -0.27658800E-01   0.77547640E+00   0.51980940E+00  -0.12900970E+01   0.00000000E+00   0.68051650E+00   0.30376840E+00  -0.30376840E+00   0.00000000E+00
  -0.27558670E-01   0.77481150E+00   0.52049240E+00  -0.12922930E+01   0.00000000E+00   0.67954430E+00   0.30557580E+00  -0.30557580E+00   0.00000000E+00
  -0.27458600E-01   0.77414720E+00   0.52117510E+00  -0.12944770E+01   0.00000000E+00   0.67857350E+00   0.30737020E+00  -0.30737020E+00   0.00000000E+00
  -0.27358590E-01   0.77348340E+00   0.52185760E+00  -0.12966470E+01   0.00000000E+00   0.67760410E+00   0.30915200E+00  -0.30915200E+00   0.00000000E+00
  -0.27258440E-01   0.77281890E+00   0.52254120E+00  -0.12988100E+01   0.00000000E+00   0.67663410E+00   0.31092510E+00  -0.31092510E+00   0.00000000E+00
  -0.27158360E-01   0.77215490E+00   0.52322450E+00  -0.13009600E+01   0.00000000E+00   0.67566540E+00   0.31268580E+00  -0.31268580E+00   0.00000000E+00
  -0.27058330E-01   0.77149150E+00   0.52390750E+00  -0.13030990E+01   0.00000000E+00   0.67469820E+00   0.31443460E+00  -0.31443460E+00   0.00000000E+00
  -0.26958170E-01   0.77082720E+00   0.52459170E+00  -0.13052300E+01   0.00000000E+00   0.67373030E+00   0.31617500E+00  -0.31617500E+00   0.00000000E+00
  -0.26858060E-01   0.77016360E+00   0.52527560E+00  -0.13073490E+01   0.00000000E+00   0.67276380E+00   0.31790380E+00  -0.31790380E+00   0.00000000E+00
  -0.26758020E-01   0.76950050E+00   0.52595930E+00  -0.13094570E+01   0.00000000E+00   0.67179870E+00   0.31962110E+00  -0.31962110E+00   0.00000000E+00
  -0.26657830E-01   0.76883660E+00   0.52664410E+00  -0.13115580E+01   0.00000000E+00   0.67083290E+00   0.32133050E+00  -0.32133050E+00   0.00000000E+00
  -0.26557710E-01   0.76817330E+00   0.52732860E+00  -0.13136480E+01   0.00000000E+00   0.66986860E+00   0.32302880E+00  -0.32302880E+00   0.00000000E+00
  -0.26457650E-01   0.76751050E+00   0.52801280E+00  -0.13157260E+01   0.00000000E+00   0.66890570E+00   0.32471600E+00  -0.32471600E+00   0.00000000E+00
  -0.26357650E-01   0.76684830E+00   0.52869680E+00  -0.13177950E+01   0.00000000E+00   0.66794410E+00   0.32639240E+00  -0.32639240E+00   0.00000000E+00
  -0.26257510E-01   0.76618540E+00   0.52938190E+00  -0.13198560E+01   0.00000000E+00   0.66698190E+00   0.32806160E+00  -0.32806160E+00   0.00000000E+00
  -0.26157430E-01   0.76552290E+00   0.53006680E+00  -0.13219080E+01   0.00000000E+00   0.66602110E+00   0.32972020E+00  -0.32972020E+00   0.00000000E+00
  -0.26057410E-01   0.76486110E+00   0.53075130E+00  -0.13239490E+01   0.00000000E+00   0.66506170E+00   0.33136840E+00  -0.33136840E+00   0.00000000E+00
  -0.25957250E-01   0.76419850E+00   0.53143710E+00  -0.13259840E+01   0.00000000E+00   0.66410170E+00   0.33300970E+00  -0.33300970E+00   0.00000000E+00
  -0.25857160E-01   0.76353640E+00   0.53212250E+00  -0.13280090E+01   0.00000000E+00   0.66314310E+00   0.33464090E+00  -0.33464090E+00   0.00000000E+00
  -0.25757120E-01   0.76287490E+00   0.53280770E+00  -0.13300240E+01   0.00000000E+00   0.66218590E+00   0.33626220E+00  -0.33626220E+00   0.00000000E+00
  -0.25656940E-01   0.76221270E+00   0.53349400E+00  -0.13320340E+01   0.00000000E+00   0.66122800E+00   0.33787690E+00  -0.33787690E+00   0.00000000E+00
  -0.25556820E-01   0.76155100E+00   0.53418000E+00  -0.13340340E+01   0.00000000E+00   0.66027160E+00   0.33948190E+00  -0.33948190E+00   0.00000000E+00
  -0.25456770E-01   0.76088990E+00   0.53486580E+00  -0.13360250E+01   0.00000000E+00   0.65931650E+00   0.34107730E+00  -0.34107730E+00   0.00000000E+00
