#               x              rho              vx               vy               vx               pre               Bx              By                Bz
  -0.12949900E+00   0.83833580E+00   0.28993250E+00  -0.10184650E+00   0.00000000E+00   0.74535490E+00   0.79557660E+00   0.79557660E+00   0.00000000E+00
  -0.12939850E+00   0.83795990E+00   0.29064310E+00  -0.10212120E+00   0.00000000E+00   0.74479810E+00   0.79508990E+00   0.79508990E+00   0.00000000E+00
  -0.12929800E+00   0.83758430E+00   0.29135360E+00  -0.10239610E+00   0.00000000E+00   0.74424170E+00   0.79460340E+00   0.79460340E+00   0.00000000E+00
  -0.12919750E+00   0.83720880E+00   0.29206390E+00  -0.10267110E+00   0.00000000E+00   0.74368570E+00   0.79411710E+00   0.79411710E+00   0.00000000E+00
  -0.12909710E+00   0.83683350E+00   0.29277410E+00  -0.10294620E+00   0.00000000E+00   0.74313020E+00   0.79363080E+00   0.79363080E+00   0.00000000E+00
  -0.12899660E+00   0.83645830E+00   0.29348420E+00  -0.10322130E+00   0.00000000E+00   0.74257500E+00   0.79314480E+00   0.79314480E+00   0.00000000E+00
  -0.12889620E+00   0.83608340E+00   0.29419410E+00  -0.10349650E+00   0.00000000E+00   0.74202030E+00   0.79265890E+00   0.79265890E+00   0.00000000E+00
  -0.12879580E+00   0.83570850E+00   0.29490400E+00  -0.10377190E+00   0.00000000E+00   0.74146600E+00   0.79217310E+00   0.79217310E+00   0.00000000E+00
  -0.12869540E+00   0.83533390E+00   0.29561360E+00  -0.10404730E+00   0.00000000E+00   0.74091210E+00   0.79168750E+00   0.79168750E+00   0.00000000E+00
  -0.12859500E+00   0.83495940E+00   0.29632320E+00  -0.10432280E+00   0.00000000E+00   0.74035860E+00   0.79120210E+00   0.79120210E+00   0.00000000E+00
  -0.12849470E+00   0.83458510E+00   0.29703260E+00  -0.10459840E+00   0.00000000E+00   0.73980550E+00   0.79071670E+00   0.79071670E+00   0.00000000E+00
  -0.12839440E+00   0.83421100E+00   0.29774190E+00  -0.10487400E+00   0.00000000E+00   0.73925280E+00   0.79023160E+00   0.79023160E+00   0.00000000E+00
  -0.12829410E+00   0.83383700E+00   0.29845100E+00  -0.10514980E+00   0.00000000E+00   0.73870050E+00   0.78974660E+00   0.78974660E+00   0.00000000E+00
  -0.12819380E+00   0.83346320E+00   0.29916010E+00  -0.10542570E+00   0.00000000E+00   0.73814870E+00   0.78926170E+00   0.78926170E+00   0.00000000E+00
  -0.12809350E+00   0.83308960E+00   0.29986890E+00  -0.10570160E+00   0.00000000E+00   0.73759730E+00   0.78877700E+00   0.78877700E+00   0.00000000E+00
  -0.12799320E+00   0.83271610E+00   0.30057770E+00  -0.10597770E+00   0.00000000E+00   0.73704630E+00   0.78829250E+00   0.78829250E+00   0.00000000E+00
  -0.12789300E+00   0.83234280E+00   0.30128630E+00  -0.10625380E+00   0.00000000E+00   0.73649560E+00   0.78780810E+00   0.78780810E+00   0.00000000E+00
  -0.12779280E+00   0.83196970E+00   0.30199480E+00  -0.10653000E+00   0.00000000E+00   0.73594550E+00   0.78732380E+00   0.78732380E+00   0.00000000E+00
  -0.12769260E+00   0.83159670E+00   0.30270320E+00  -0.10680630E+00   0.00000000E+00   0.73539570E+00   0.78683970E+00   0.78683970E+00   0.00000000E+00
  -0.12759240E+00   0.83122390E+00   0.30341140E+00  -0.10708270E+00   0.00000000E+00   0.73484630E+00   0.78635580E+00   0.78635580E+00   0.00000000E+00
  -0.12749220E+00   0.83085130E+00   0.30411950E+00  -0.10735920E+00   0.00000000E+00   0.73429730E+00   0.78587200E+00   0.78587200E+00   0.00000000E+00
  -0.12739210E+00   0.83047880E+00   0.30482750E+00  -0.10763580E+00   0.00000000E+00   0.73374880E+00   0.78538830E+00   0.78538830E+00   0.00000000E+00
  -0.12729190E+00   0.83010650E+00   0.30553530E+00  -0.10791240E+00   0.00000000E+00   0.73320060E+00   0.78490480E+00   0.78490480E+00   0.00000000E+00
  -0.12719180E+00   0.82973440E+00   0.30624300E+00  -0.10818920E+00   0.00000000E+00   0.73265290E+00   0.78442150E+00   0.78442150E+00   0.00000000E+00
  -0.12709170E+00   0.82936240E+00   0.30695060E+00  -0.10846600E+00   0.00000000E+00   0.73210560E+00   0.78393830E+00   0.78393830E+00   0.00000000E+00
  -0.12699170E+00   0.82899060E+00   0.30765800E+00  -0.10874300E+00   0.00000000E+00   0.73155870E+00   0.78345520E+00   0.78345520E+00   0.00000000E+00
  -0.12689160E+00   0.82861900E+00   0.30836530E+00  -0.10902000E+00   0.00000000E+00   0.73101210E+00   0.78297230E+00   0.78297230E+00   0.00000000E+00
  -0.12679160E+00   0.82824750E+00   0.30907250E+00  -0.10929710E+00   0.00000000E+00   0.73046600E+00   0.78248960E+00   0.78248960E+00   0.00000000E+00
  -0.12669160E+00   0.82787620E+00   0.30977960E+00  -0.10957430E+00   0.00000000E+00   0.72992040E+00   0.78200700E+00   0.78200700E+00   0.00000000E+00
  -0.12659150E+00   0.82750510E+00   0.31048650E+00  -0.10985160E+00   0.00000000E+00   0.72937510E+00   0.78152450E+00   0.78152450E+00   0.00000000E+00
  -0.12649060E+00   0.82713050E+00   0.31120010E+00  -0.11013170E+00   0.00000000E+00   0.72882490E+00   0.78103750E+00   0.78103750E+00   0.00000000E+00
  -0.12639060E+00   0.82675970E+00   0.31190680E+00  -0.11040910E+00   0.00000000E+00   0.72828040E+00   0.78055540E+00   0.78055540E+00   0.00000000E+00
  -0.12628970E+00   0.82638550E+00   0.31262010E+00  -0.11068940E+00   0.00000000E+00   0.72773110E+00   0.78006870E+00   0.78006870E+00   0.00000000E+00
  -0.12618880E+00   0.82601140E+00   0.31333340E+00  -0.11096980E+00   0.00000000E+00   0.72718220E+00   0.77958220E+00   0.77958220E+00   0.00000000E+00
  -0.12608790E+00   0.82563750E+00   0.31404650E+00  -0.11125020E+00   0.00000000E+00   0.72663370E+00   0.77909580E+00   0.77909580E+00   0.00000000E+00
  -0.12598710E+00   0.82526380E+00   0.31475950E+00  -0.11153080E+00   0.00000000E+00   0.72608560E+00   0.77860950E+00   0.77860950E+00   0.00000000E+00
  -0.12588620E+00   0.82489030E+00   0.31547230E+00  -0.11181140E+00   0.00000000E+00   0.72553790E+00   0.77812350E+00   0.77812350E+00   0.00000000E+00
  -0.12578540E+00   0.82451690E+00   0.31618500E+00  -0.11209210E+00   0.00000000E+00   0.72499060E+00   0.77763750E+00   0.77763750E+00   0.00000000E+00
  -0.12568460E+00   0.82414370E+00   0.31689760E+00  -0.11237290E+00   0.00000000E+00   0.72444380E+00   0.77715170E+00   0.77715170E+00   0.00000000E+00
  -0.12558380E+00   0.82377060E+00   0.31761000E+00  -0.11265380E+00   0.00000000E+00   0.72389730E+00   0.77666610E+00   0.77666610E+00   0.00000000E+00
  -0.12548300E+00   0.82339770E+00   0.31832240E+00  -0.11293480E+00   0.00000000E+00   0.72335130E+00   0.77618060E+00   0.77618060E+00   0.00000000E+00
  -0.12538230E+00   0.82302500E+00   0.31903450E+00  -0.11321590E+00   0.00000000E+00   0.72280570E+00   0.77569530E+00   0.77569530E+00   0.00000000E+00
  -0.12528160E+00   0.82265250E+00   0.31974660E+00  -0.11349710E+00   0.00000000E+00   0.72226040E+00   0.77521010E+00   0.77521010E+00   0.00000000E+00
  -0.12518090E+00   0.82228010E+00   0.32045850E+00  -0.11377840E+00   0.00000000E+00   0.72171560E+00   0.77472510E+00   0.77472510E+00   0.00000000E+00
  -0.12508020E+00   0.82190790E+00   0.32117020E+00  -0.11405980E+00   0.00000000E+00   0.72117130E+00   0.77424020E+00   0.77424020E+00   0.00000000E+00
  -0.12497950E+00   0.82153590E+00   0.32188190E+00  -0.11434130E+00   0.00000000E+00   0.72062730E+00   0.77375550E+00   0.77375550E+00   0.00000000E+00
  -0.12487880E+00   0.82116400E+00   0.32259340E+00  -0.11462280E+00   0.00000000E+00   0.72008370E+00   0.77327090E+00   0.77327090E+00   0.00000000E+00
  -0.12477820E+00   0.82079230E+00   0.32330480E+00  -0.11490450E+00   0.00000000E+00   0.71954060E+00   0.77278650E+00   0.77278650E+00   0.00000000E+00
  -0.12467760E+00   0.82042080E+00   0.32401600E+00  -0.11518620E+00   0.00000000E+00   0.71899780E+00   0.77230220E+00   0.77230220E+00   0.00000000E+00
  -0.12457700E+00   0.82004940E+00   0.32472710E+00  -0.11546810E+00   0.00000000E+00   0.71845550E+00   0.77181810E+00   0.77181810E+00   0.00000000E+00
  -0.12447640E+00   0.81967830E+00   0.32543810E+00  -0.11575000E+00   0.00000000E+00   0.71791350E+00   0.77133410E+00   0.77133410E+00   0.00000000E+00
  -0.12437580E+00   0.81930720E+00   0.32614890E+00  -0.11603200E+00   0.00000000E+00   0.71737200E+00   0.77085020E+00   0.77085020E+00   0.00000000E+00
  -0.12427530E+00   0.81893640E+00   0.32685960E+00  -0.11631420E+00   0.00000000E+00   0.71683090E+00   0.77036660E+00   0.77036660E+00   0.00000000E+00
  -0.12417470E+00   0.81856570E+00   0.32757020E+00  -0.11659640E+00   0.00000000E+00   0.71629020E+00   0.76988300E+00   0.76988300E+00   0.00000000E+00
  -0.12407420E+00   0.81819520E+00   0.32828060E+00  -0.11687870E+00   0.00000000E+00   0.71574990E+00   0.76939960E+00   0.76939960E+00   0.00000000E+00
  -0.12397370E+00   0.81782480E+00   0.32899090E+00  -0.11716110E+00   0.00000000E+00   0.71521000E+00   0.76891640E+00   0.76891640E+00   0.00000000E+00
  -0.12387330E+00   0.81745460E+00   0.32970110E+00  -0.11744360E+00   0.00000000E+00   0.71467060E+00   0.76843330E+00   0.76843330E+00   0.00000000E+00
  -0.12377280E+00   0.81708460E+00   0.33041110E+00  -0.11772620E+00   0.00000000E+00   0.71413150E+00   0.76795040E+00   0.76795040E+00   0.00000000E+00
  -0.12367240E+00   0.81671480E+00   0.33112100E+00  -0.11800890E+00   0.00000000E+00   0.71359280E+00   0.76746760E+00   0.76746760E+00   0.00000000E+00
  -0.12357200E+00   0.81634510E+00   0.33183080E+00  -0.11829170E+00   0.00000000E+00   0.71305450E+00   0.76698490E+00   0.76698490E+00   0.00000000E+00
  -0.12347160E+00   0.81597560E+00   0.33254050E+00  -0.11857450E+00   0.00000000E+00   0.71251670E+00   0.76650240E+00   0.76650240E+00   0.00000000E+00
  -0.12337120E+00   0.81560620E+00   0.33325000E+00  -0.11885750E+00   0.00000000E+00   0.71197920E+00   0.76602010E+00   0.76602010E+00   0.00000000E+00
  -0.12327080E+00   0.81523700E+00   0.33395930E+00  -0.11914060E+00   0.00000000E+00   0.71144220E+00   0.76553790E+00   0.76553790E+00   0.00000000E+00
  -0.12317050E+00   0.81486800E+00   0.33466860E+00  -0.11942370E+00   0.00000000E+00   0.71090560E+00   0.76505580E+00   0.76505580E+00   0.00000000E+00
  -0.12307010E+00   0.81449920E+00   0.33537770E+00  -0.11970700E+00   0.00000000E+00   0.71036930E+00   0.76457390E+00   0.76457390E+00   0.00000000E+00
  -0.12296980E+00   0.81413050E+00   0.33608660E+00  -0.11999040E+00   0.00000000E+00   0.70983350E+00   0.76409210E+00   0.76409210E+00   0.00000000E+00
  -0.12286950E+00   0.81376200E+00   0.33679550E+00  -0.12027380E+00   0.00000000E+00   0.70929810E+00   0.76361050E+00   0.76361050E+00   0.00000000E+00
  -0.12276930E+00   0.81339360E+00   0.33750420E+00  -0.12055730E+00   0.00000000E+00   0.70876310E+00   0.76312910E+00   0.76312910E+00   0.00000000E+00
  -0.12266900E+00   0.81302550E+00   0.33821280E+00  -0.12084100E+00   0.00000000E+00   0.70822840E+00   0.76264770E+00   0.76264770E+00   0.00000000E+00
  -0.12256880E+00   0.81265750E+00   0.33892120E+00  -0.12112470E+00   0.00000000E+00   0.70769420E+00   0.76216660E+00   0.76216660E+00   0.00000000E+00
  -0.12246860E+00   0.81228960E+00   0.33962950E+00  -0.12140850E+00   0.00000000E+00   0.70716040E+00   0.76168550E+00   0.76168550E+00   0.00000000E+00
  -0.12236840E+00   0.81192190E+00   0.34033770E+00  -0.12169250E+00   0.00000000E+00   0.70662700E+00   0.76120470E+00   0.76120470E+00   0.00000000E+00
  -0.12226820E+00   0.81155440E+00   0.34104570E+00  -0.12197650E+00   0.00000000E+00   0.70609400E+00   0.76072390E+00   0.76072390E+00   0.00000000E+00
  -0.12216800E+00   0.81118710E+00   0.34175360E+00  -0.12226060E+00   0.00000000E+00   0.70556140E+00   0.76024330E+00   0.76024330E+00   0.00000000E+00
  -0.12206790E+00   0.81081990E+00   0.34246140E+00  -0.12254480E+00   0.00000000E+00   0.70502920E+00   0.75976290E+00   0.75976290E+00   0.00000000E+00
  -0.12196780E+00   0.81045290E+00   0.34316900E+00  -0.12282910E+00   0.00000000E+00   0.70449740E+00   0.75928260E+00   0.75928260E+00   0.00000000E+00
  -0.12186770E+00   0.81008600E+00   0.34387650E+00  -0.12311350E+00   0.00000000E+00   0.70396600E+00   0.75880250E+00   0.75880250E+00   0.00000000E+00
  -0.12176760E+00   0.80971930E+00   0.34458390E+00  -0.12339800E+00   0.00000000E+00   0.70343500E+00   0.75832240E+00   0.75832240E+00   0.00000000E+00
  -0.12166750E+00   0.80935280E+00   0.34529120E+00  -0.12368260E+00   0.00000000E+00   0.70290440E+00   0.75784260E+00   0.75784260E+00   0.00000000E+00
  -0.12156750E+00   0.80898650E+00   0.34599830E+00  -0.12396730E+00   0.00000000E+00   0.70237420E+00   0.75736290E+00   0.75736290E+00   0.00000000E+00
  -0.12146740E+00   0.80862030E+00   0.34670530E+00  -0.12425210E+00   0.00000000E+00   0.70184440E+00   0.75688330E+00   0.75688330E+00   0.00000000E+00
  -0.12136740E+00   0.80825430E+00   0.34741210E+00  -0.12453700E+00   0.00000000E+00   0.70131500E+00   0.75640390E+00   0.75640390E+00   0.00000000E+00
  -0.12126740E+00   0.80788840E+00   0.34811880E+00  -0.12482190E+00   0.00000000E+00   0.70078600E+00   0.75592460E+00   0.75592460E+00   0.00000000E+00
  -0.12116650E+00   0.80751920E+00   0.34883220E+00  -0.12510980E+00   0.00000000E+00   0.70025230E+00   0.75544090E+00   0.75544090E+00   0.00000000E+00
  -0.12106650E+00   0.80715370E+00   0.34953860E+00  -0.12539490E+00   0.00000000E+00   0.69972410E+00   0.75496190E+00   0.75496190E+00   0.00000000E+00
  -0.12096560E+00   0.80678480E+00   0.35025170E+00  -0.12568290E+00   0.00000000E+00   0.69919130E+00   0.75447840E+00   0.75447840E+00   0.00000000E+00
  -0.12086480E+00   0.80641610E+00   0.35096470E+00  -0.12597110E+00   0.00000000E+00   0.69865880E+00   0.75399510E+00   0.75399510E+00   0.00000000E+00
  -0.12076390E+00   0.80604760E+00   0.35167750E+00  -0.12625930E+00   0.00000000E+00   0.69812670E+00   0.75351200E+00   0.75351200E+00   0.00000000E+00
  -0.12066300E+00   0.80567920E+00   0.35239020E+00  -0.12654760E+00   0.00000000E+00   0.69759510E+00   0.75302900E+00   0.75302900E+00   0.00000000E+00
  -0.12056220E+00   0.80531110E+00   0.35310280E+00  -0.12683600E+00   0.00000000E+00   0.69706380E+00   0.75254610E+00   0.75254610E+00   0.00000000E+00
  -0.12046140E+00   0.80494300E+00   0.35381520E+00  -0.12712450E+00   0.00000000E+00   0.69653300E+00   0.75206340E+00   0.75206340E+00   0.00000000E+00
  -0.12036060E+00   0.80457520E+00   0.35452750E+00  -0.12741310E+00   0.00000000E+00   0.69600250E+00   0.75158080E+00   0.75158080E+00   0.00000000E+00
  -0.12025990E+00   0.80420750E+00   0.35523970E+00  -0.12770180E+00   0.00000000E+00   0.69547250E+00   0.75109840E+00   0.75109840E+00   0.00000000E+00
  -0.12015910E+00   0.80384000E+00   0.35595170E+00  -0.12799060E+00   0.00000000E+00   0.69494290E+00   0.75061620E+00   0.75061620E+00   0.00000000E+00
  -0.12005840E+00   0.80347260E+00   0.35666360E+00  -0.12827950E+00   0.00000000E+00   0.69441360E+00   0.75013400E+00   0.75013400E+00   0.00000000E+00
  -0.11995770E+00   0.80310540E+00   0.35737530E+00  -0.12856850E+00   0.00000000E+00   0.69388480E+00   0.74965210E+00   0.74965210E+00   0.00000000E+00
  -0.11985700E+00   0.80273840E+00   0.35808690E+00  -0.12885760E+00   0.00000000E+00   0.69335640E+00   0.74917020E+00   0.74917020E+00   0.00000000E+00
  -0.11975630E+00   0.80237160E+00   0.35879840E+00  -0.12914680E+00   0.00000000E+00   0.69282830E+00   0.74868850E+00   0.74868850E+00   0.00000000E+00
  -0.11965560E+00   0.80200490E+00   0.35950980E+00  -0.12943610E+00   0.00000000E+00   0.69230070E+00   0.74820700E+00   0.74820700E+00   0.00000000E+00
  -0.11955500E+00   0.80163840E+00   0.36022100E+00  -0.12972550E+00   0.00000000E+00   0.69177350E+00   0.74772560E+00   0.74772560E+00   0.00000000E+00
  -0.11945440E+00   0.80127200E+00   0.36093210E+00  -0.13001500E+00   0.00000000E+00   0.69124670E+00   0.74724430E+00   0.74724430E+00   0.00000000E+00
  -0.11935380E+00   0.80090580E+00   0.36164300E+00  -0.13030460E+00   0.00000000E+00   0.69072030E+00   0.74676320E+00   0.74676320E+00   0.00000000E+00
  -0.11925320E+00   0.80053980E+00   0.36235380E+00  -0.13059430E+00   0.00000000E+00   0.69019430E+00   0.74628230E+00   0.74628230E+00   0.00000000E+00
  -0.11915260E+00   0.80017400E+00   0.36306450E+00  -0.13088410E+00   0.00000000E+00   0.68966860E+00   0.74580150E+00   0.74580150E+00   0.00000000E+00
  -0.11905210E+00   0.79980830E+00   0.36377500E+00  -0.13117400E+00   0.00000000E+00   0.68914340E+00   0.74532080E+00   0.74532080E+00   0.00000000E+00
  -0.11895150E+00   0.79944280E+00   0.36448540E+00  -0.13146400E+00   0.00000000E+00   0.68861860E+00   0.74484030E+00   0.74484030E+00   0.00000000E+00
  -0.11885100E+00   0.79907750E+00   0.36519570E+00  -0.13175410E+00   0.00000000E+00   0.68809420E+00   0.74435990E+00   0.74435990E+00   0.00000000E+00
  -0.11875060E+00   0.79871230E+00   0.36590580E+00  -0.13204430E+00   0.00000000E+00   0.68757020E+00   0.74387970E+00   0.74387970E+00   0.00000000E+00
  -0.11865010E+00   0.79834730E+00   0.36661580E+00  -0.13233460E+00   0.00000000E+00   0.68704660E+00   0.74339960E+00   0.74339960E+00   0.00000000E+00
  -0.11854960E+00   0.79798240E+00   0.36732570E+00  -0.13262500E+00   0.00000000E+00   0.68652330E+00   0.74291960E+00   0.74291960E+00   0.00000000E+00
  -0.11844920E+00   0.79761780E+00   0.36803540E+00  -0.13291550E+00   0.00000000E+00   0.68600050E+00   0.74243980E+00   0.74243980E+00   0.00000000E+00
  -0.11834880E+00   0.79725320E+00   0.36874500E+00  -0.13320610E+00   0.00000000E+00   0.68547810E+00   0.74196020E+00   0.74196020E+00   0.00000000E+00
  -0.11824840E+00   0.79688890E+00   0.36945450E+00  -0.13349680E+00   0.00000000E+00   0.68495610E+00   0.74148060E+00   0.74148060E+00   0.00000000E+00
  -0.11814800E+00   0.79652470E+00   0.37016380E+00  -0.13378760E+00   0.00000000E+00   0.68443450E+00   0.74100130E+00   0.74100130E+00   0.00000000E+00
  -0.11804760E+00   0.79616070E+00   0.37087300E+00  -0.13407850E+00   0.00000000E+00   0.68391320E+00   0.74052200E+00   0.74052200E+00   0.00000000E+00
  -0.11794730E+00   0.79579690E+00   0.37158200E+00  -0.13436950E+00   0.00000000E+00   0.68339240E+00   0.74004300E+00   0.74004300E+00   0.00000000E+00
  -0.11784700E+00   0.79543320E+00   0.37229090E+00  -0.13466060E+00   0.00000000E+00   0.68287200E+00   0.73956400E+00   0.73956400E+00   0.00000000E+00
  -0.11774670E+00   0.79506970E+00   0.37299970E+00  -0.13495180E+00   0.00000000E+00   0.68235190E+00   0.73908520E+00   0.73908520E+00   0.00000000E+00
  -0.11764640E+00   0.79470630E+00   0.37370840E+00  -0.13524310E+00   0.00000000E+00   0.68183230E+00   0.73860660E+00   0.73860660E+00   0.00000000E+00
  -0.11754610E+00   0.79434320E+00   0.37441690E+00  -0.13553460E+00   0.00000000E+00   0.68131300E+00   0.73812800E+00   0.73812800E+00   0.00000000E+00
  -0.11744590E+00   0.79398020E+00   0.37512530E+00  -0.13582610E+00   0.00000000E+00   0.68079420E+00   0.73764970E+00   0.73764970E+00   0.00000000E+00
  -0.11734560E+00   0.79361730E+00   0.37583350E+00  -0.13611770E+00   0.00000000E+00   0.68027570E+00   0.73717150E+00   0.73717150E+00   0.00000000E+00
  -0.11724540E+00   0.79325460E+00   0.37654160E+00  -0.13640940E+00   0.00000000E+00   0.67975770E+00   0.73669340E+00   0.73669340E+00   0.00000000E+00
  -0.11714520E+00   0.79289210E+00   0.37724960E+00  -0.13670120E+00   0.00000000E+00   0.67924000E+00   0.73621540E+00   0.73621540E+00   0.00000000E+00
  -0.11704510E+00   0.79252980E+00   0.37795750E+00  -0.13699310E+00   0.00000000E+00   0.67872270E+00   0.73573760E+00   0.73573760E+00   0.00000000E+00
  -0.11694490E+00   0.79216760E+00   0.37866520E+00  -0.13728520E+00   0.00000000E+00   0.67820580E+00   0.73526000E+00   0.73526000E+00   0.00000000E+00
  -0.11684480E+00   0.79180560E+00   0.37937280E+00  -0.13757730E+00   0.00000000E+00   0.67768940E+00   0.73478250E+00   0.73478250E+00   0.00000000E+00
  -0.11674460E+00   0.79144370E+00   0.38008020E+00  -0.13786950E+00   0.00000000E+00   0.67717330E+00   0.73430510E+00   0.73430510E+00   0.00000000E+00
  -0.11664450E+00   0.79108200E+00   0.38078750E+00  -0.13816180E+00   0.00000000E+00   0.67665760E+00   0.73382780E+00   0.73382780E+00   0.00000000E+00
  -0.11654450E+00   0.79072050E+00   0.38149470E+00  -0.13845430E+00   0.00000000E+00   0.67614230E+00   0.73335080E+00   0.73335080E+00   0.00000000E+00
  -0.11644440E+00   0.79035910E+00   0.38220170E+00  -0.13874680E+00   0.00000000E+00   0.67562740E+00   0.73287380E+00   0.73287380E+00   0.00000000E+00
  -0.11634440E+00   0.78999800E+00   0.38290860E+00  -0.13903940E+00   0.00000000E+00   0.67511280E+00   0.73239700E+00   0.73239700E+00   0.00000000E+00
  -0.11624430E+00   0.78963690E+00   0.38361540E+00  -0.13933220E+00   0.00000000E+00   0.67459870E+00   0.73192030E+00   0.73192030E+00   0.00000000E+00
  -0.11614430E+00   0.78927610E+00   0.38432200E+00  -0.13962500E+00   0.00000000E+00   0.67408500E+00   0.73144380E+00   0.73144380E+00   0.00000000E+00
  -0.11604430E+00   0.78891540E+00   0.38502850E+00  -0.13991800E+00   0.00000000E+00   0.67357160E+00   0.73096740E+00   0.73096740E+00   0.00000000E+00
  -0.11594340E+00   0.78855140E+00   0.38574160E+00  -0.14021380E+00   0.00000000E+00   0.67305380E+00   0.73048660E+00   0.73048660E+00   0.00000000E+00
  -0.11584250E+00   0.78818760E+00   0.38645460E+00  -0.14050970E+00   0.00000000E+00   0.67253630E+00   0.73000600E+00   0.73000600E+00   0.00000000E+00
  -0.11574160E+00   0.78782400E+00   0.38716740E+00  -0.14080580E+00   0.00000000E+00   0.67201930E+00   0.72952550E+00   0.72952550E+00   0.00000000E+00
  -0.11564080E+00   0.78746050E+00   0.38788010E+00  -0.14110190E+00   0.00000000E+00   0.67150260E+00   0.72904520E+00   0.72904520E+00   0.00000000E+00
  -0.11553990E+00   0.78709720E+00   0.38859270E+00  -0.14139820E+00   0.00000000E+00   0.67098640E+00   0.72856500E+00   0.72856500E+00   0.00000000E+00
  -0.11543910E+00   0.78673410E+00   0.38930510E+00  -0.14169460E+00   0.00000000E+00   0.67047050E+00   0.72808490E+00   0.72808490E+00   0.00000000E+00
  -0.11533830E+00   0.78637110E+00   0.39001730E+00  -0.14199100E+00   0.00000000E+00   0.66995510E+00   0.72760500E+00   0.72760500E+00   0.00000000E+00
  -0.11523750E+00   0.78600830E+00   0.39072950E+00  -0.14228760E+00   0.00000000E+00   0.66944000E+00   0.72712520E+00   0.72712520E+00   0.00000000E+00
  -0.11513670E+00   0.78564570E+00   0.39144150E+00  -0.14258430E+00   0.00000000E+00   0.66892540E+00   0.72664560E+00   0.72664560E+00   0.00000000E+00
  -0.11503590E+00   0.78528330E+00   0.39215340E+00  -0.14288110E+00   0.00000000E+00   0.66841110E+00   0.72616610E+00   0.72616610E+00   0.00000000E+00
  -0.11493520E+00   0.78492100E+00   0.39286510E+00  -0.14317800E+00   0.00000000E+00   0.66789720E+00   0.72568670E+00   0.72568670E+00   0.00000000E+00
  -0.11483450E+00   0.78455890E+00   0.39357670E+00  -0.14347500E+00   0.00000000E+00   0.66738380E+00   0.72520750E+00   0.72520750E+00   0.00000000E+00
  -0.11473380E+00   0.78419690E+00   0.39428810E+00  -0.14377210E+00   0.00000000E+00   0.66687070E+00   0.72472840E+00   0.72472840E+00   0.00000000E+00
  -0.11463310E+00   0.78383510E+00   0.39499950E+00  -0.14406930E+00   0.00000000E+00   0.66635800E+00   0.72424950E+00   0.72424950E+00   0.00000000E+00
  -0.11453250E+00   0.78347350E+00   0.39571060E+00  -0.14436660E+00   0.00000000E+00   0.66584570E+00   0.72377070E+00   0.72377070E+00   0.00000000E+00
  -0.11443180E+00   0.78311200E+00   0.39642170E+00  -0.14466400E+00   0.00000000E+00   0.66533380E+00   0.72329210E+00   0.72329210E+00   0.00000000E+00
  -0.11433120E+00   0.78275080E+00   0.39713260E+00  -0.14496160E+00   0.00000000E+00   0.66482230E+00   0.72281360E+00   0.72281360E+00   0.00000000E+00
  -0.11423060E+00   0.78238960E+00   0.39784340E+00  -0.14525920E+00   0.00000000E+00   0.66431120E+00   0.72233520E+00   0.72233520E+00   0.00000000E+00
  -0.11413000E+00   0.78202870E+00   0.39855400E+00  -0.14555700E+00   0.00000000E+00   0.66380040E+00   0.72185700E+00   0.72185700E+00   0.00000000E+00
  -0.11402940E+00   0.78166790E+00   0.39926450E+00  -0.14585480E+00   0.00000000E+00   0.66329010E+00   0.72137890E+00   0.72137890E+00   0.00000000E+00
  -0.11392890E+00   0.78130730E+00   0.39997490E+00  -0.14615280E+00   0.00000000E+00   0.66278020E+00   0.72090100E+00   0.72090100E+00   0.00000000E+00
  -0.11382840E+00   0.78094680E+00   0.40068510E+00  -0.14645080E+00   0.00000000E+00   0.66227060E+00   0.72042320E+00   0.72042320E+00   0.00000000E+00
  -0.11372790E+00   0.78058650E+00   0.40139520E+00  -0.14674900E+00   0.00000000E+00   0.66176150E+00   0.71994550E+00   0.71994550E+00   0.00000000E+00
  -0.11362740E+00   0.78022640E+00   0.40210520E+00  -0.14704730E+00   0.00000000E+00   0.66125270E+00   0.71946800E+00   0.71946800E+00   0.00000000E+00
  -0.11352690E+00   0.77986640E+00   0.40281500E+00  -0.14734570E+00   0.00000000E+00   0.66074440E+00   0.71899060E+00   0.71899060E+00   0.00000000E+00
  -0.11342640E+00   0.77950670E+00   0.40352470E+00  -0.14764420E+00   0.00000000E+00   0.66023640E+00   0.71851340E+00   0.71851340E+00   0.00000000E+00
  -0.11332600E+00   0.77914700E+00   0.40423420E+00  -0.14794280E+00   0.00000000E+00   0.65972880E+00   0.71803630E+00   0.71803630E+00   0.00000000E+00
  -0.11322560E+00   0.77878760E+00   0.40494370E+00  -0.14824150E+00   0.00000000E+00   0.65922160E+00   0.71755930E+00   0.71755930E+00   0.00000000E+00
  -0.11312520E+00   0.77842830E+00   0.40565290E+00  -0.14854030E+00   0.00000000E+00   0.65871480E+00   0.71708250E+00   0.71708250E+00   0.00000000E+00
  -0.11302480E+00   0.77806920E+00   0.40636210E+00  -0.14883920E+00   0.00000000E+00   0.65820840E+00   0.71660590E+00   0.71660590E+00   0.00000000E+00
  -0.11292440E+00   0.77771020E+00   0.40707110E+00  -0.14913820E+00   0.00000000E+00   0.65770230E+00   0.71612930E+00   0.71612930E+00   0.00000000E+00
